Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
0,39,2,1,0,1,0,1,147521,2621,833,2,16966,2652,0,30888,218,2,10.36,1,0,4,18,0.61,1
0,65,2,3,1,0,1,1,64614,4056,345,0,11188,27321,0,8191,171,1,12.87,1,0,7,23,0.84,0
0,46,1,2,2,0,0,0,117790,831,846,2,49518,2349,0,25478,29,0,8.1,1,1,8,16,0.2,1
1,32,1,2,0,2,0,1,72244,2252,770,2,11123,29058,0,20526,231,2,12.06,1,0,1,5,0.51,1
1,27,2,2,0,0,0,1,70066,3468,788,2,45994,17161,0,20191,19,2,3.87,1,0,5,15,0.41,0
1,26,1,1,2,1,0,1,124014,3379,750,2,39550,28666,1,20506,41,3,4.27,1,0,0,28,0.22,1
1,18,1,0,1,0,2,1,67858,3516,391,1,14727,12061,0,20817,207,0,11.81,1,0,7,29,0.72,0
0,49,2,3,0,0,3,1,30642,1701,373,1,17247,8152,0,6627,159,2,5.59,1,1,0,25,0.79,0
0,25,1,3,2,0,3,1,43155,2615,569,1,43290,14939,0,12231,167,0,5.74,0,0,1,14,0.85,0
0,47,1,1,2,2,0,1,123304,990,839,2,43441,23800,0,31140,110,1,7.22,1,1,5,14,0.03,0
1,30,1,1,0,0,0,1,84825,2177,728,0,37360,3513,0,24465,60,1,8.63,0,1,5,8,0.94,1
0,60,2,0,1,0,1,1,51231,2200,479,1,49542,12490,0,16738,191,3,10.6,1,1,4,16,0.54,0
1,27,1,0,2,0,2,1,115371,961,721,2,46923,4542,1,27869,183,2,6.42,1,1,0,9,0.17,1
0,63,1,0,0,1,2,1,60846,3334,493,2,25569,4823,0,15948,146,0,13.71,0,0,0,28,0.09,0
0,39,2,0,1,2,2,1,68568,3426,330,1,38614,6457,0,25145,229,2,7.88,1,0,9,27,0.87,0
0,54,2,3,1,2,2,2,44252,2107,587,2,43386,11258,0,5126,168,2,9.05,1,0,4,28,0.11,0
1,45,1,1,1,2,1,1,69126,573,842,0,10534,3969,0,20473,103,1,7.17,1,0,9,26,0.82,1
0,44,2,0,1,0,3,1,130748,1618,765,1,28999,1327,0,27285,137,1,13.52,0,1,9,23,0.5,1
1,46,1,2,2,0,2,1,39096,1656,475,1,12193,17962,0,12157,193,3,13.55,0,0,6,19,0.22,0
1,37,1,3,1,2,1,0,91013,2470,725,2,20124,3813,0,26978,14,1,3.68,0,1,5,21,0.23,1
1,45,1,0,1,0,3,1,53348,1820,715,1,8318,9410,0,20000,172,0,7.82,1,1,3,7,0.49,1
0,29,2,1,0,2,3,2,118407,1602,797,0,37596,18235,1,35289,98,2,9.34,1,1,7,24,0.74,1
0,54,2,0,1,0,0,0,53457,4125,519,2,32281,27101,0,5448,42,0,11.12,0,0,1,29,0.07,0
0,34,0,1,2,0,2,0,91153,1712,759,0,16298,2759,0,23462,40,3,11.86,1,0,8,29,0.31,1
0,37,1,2,2,1,0,1,92652,1482,782,1,13079,9086,0,25431,218,2,11.86,1,0,4,19,0.86,1
1,34,2,1,1,2,0,2,146468,527,792,2,27712,14532,0,37489,234,0,9.54,1,0,0,14,0.52,1
0,32,2,0,1,1,1,2,82820,628,745,2,32805,3919,1,20018,144,1,7.92,1,1,4,6,0.33,1
1,51,2,3,0,2,1,2,30731,959,422,0,6349,497,1,8104,206,3,6.76,1,1,7,24,0.24,0
1,26,2,0,0,0,0,1,107722,2755,746,0,46234,21270,0,20017,27,2,12.04,0,0,5,19,0.15,1
0,46,1,0,1,1,0,1,113841,3853,811,0,19632,18838,0,20024,109,2,7.67,1,1,9,18,0.36,1
1,68,1,3,1,0,3,1,51139,3896,307,1,4790,25286,0,12066,87,1,6.58,0,0,1,14,0.61,0
1,27,2,3,0,0,3,1,42867,2046,405,1,7096,5184,1,16329,189,3,3.9,0,1,6,19,0.11,0
0,39,2,3,1,1,1,2,85429,2645,814,1,48405,12125,0,20175,230,0,9.36,1,1,5,20,0.6,0
1,44,1,3,0,2,2,1,42608,3206,369,1,14007,5200,0,12789,73,1,11.69,0,1,7,16,0.35,0
0,40,1,0,1,1,3,1,98534,1521,784,2,30201,20437,1,26586,222,1,11.38,0,1,5,16,0.85,0
0,34,2,0,0,0,1,1,139333,4026,754,0,24232,6468,0,22456,151,2,6.15,0,0,9,12,0.68,0
1,59,2,3,2,0,0,2,31928,3237,476,0,45844,21871,0,5372,118,0,13.21,1,1,0,12,0.51,0
0,43,1,3,2,0,1,1,32773,1994,372,1,47927,8634,0,7065,48,2,13.23,1,0,4,27,0.28,0
1,69,2,2,2,0,1,1,43297,2054,344,2,20497,22324,0,15731,85,1,14.22,0,0,3,26,0.54,1
0,44,2,0,1,1,1,2,42874,4433,450,0,9255,27737,0,12959,82,3,11.02,1,0,2,29,0.3,0
0,43,2,3,2,2,1,1,130989,881,819,2,23163,10611,0,20759,143,3,12.05,0,1,4,17,0.37,1
0,28,1,0,1,0,2,1,109935,2763,768,2,4995,5626,0,22154,30,0,3.98,0,0,2,27,0.3,1
0,51,0,3,1,0,0,2,58130,1972,308,0,7661,27821,0,18582,59,1,6.35,1,0,2,17,0.57,0
0,33,1,3,1,2,2,2,138764,3829,722,0,2728,19627,0,33931,88,2,13.96,1,0,8,15,0.81,1
1,28,2,2,1,2,0,2,54487,577,493,1,45090,25917,1,19871,33,1,5.91,1,0,5,6,0.92,0
0,20,0,0,1,1,3,0,59629,1811,580,0,1914,5231,0,9854,233,1,8.94,0,0,9,12,0.16,0
1,56,2,3,0,0,3,2,43311,3194,316,2,25746,22090,1,13096,213,0,5.79,0,0,4,16,0.39,0
0,49,2,3,1,1,3,2,95718,789,766,1,9067,16923,1,25471,187,1,5.28,0,0,4,20,0.15,1
1,49,2,3,1,2,0,1,106610,2213,822,1,8835,7736,0,23073,123,2,12.16,1,0,9,18,0.13,1
1,30,1,0,0,1,3,1,86996,642,721,1,15771,24561,0,25882,136,1,7.49,0,0,0,13,0.04,1
1,25,1,1,1,2,0,1,95113,3381,708,0,24978,14558,1,24267,56,3,6.84,1,1,8,27,0.08,1
1,36,2,0,2,0,0,2,149579,4498,747,2,39962,16601,0,33169,73,3,6.99,1,1,5,23,0.46,1
1,42,2,3,1,1,1,1,89445,2051,775,2,3381,9388,1,21415,175,0,7.69,0,1,6,12,0.51,1
0,33,0,0,1,0,0,1,133930,4181,820,2,2414,10042,0,29013,67,0,9.74,0,0,4,21,0.12,1
1,29,1,0,0,2,1,1,85646,2901,838,1,29677,19779,0,24195,130,3,4.47,0,1,3,13,0.58,1
1,37,1,3,1,1,3,1,88369,2314,815,1,15420,25908,1,20093,80,1,9.71,0,1,8,8,0.41,1
1,42,2,2,2,1,3,2,98524,3865,785,2,40699,6922,1,24143,14,2,11.7,0,1,3,21,0.9,1
0,39,1,2,0,0,2,2,70039,4326,793,1,13903,28021,0,20230,166,1,12.85,1,1,7,10,0.19,1
0,64,1,0,1,1,1,2,57852,2135,411,1,32716,23651,0,10479,116,0,9.6,1,1,4,28,0.11,0
0,30,2,0,1,1,1,1,149849,3228,748,1,19474,13892,0,26445,50,2,8.86,0,1,2,11,0.07,1
0,31,2,0,1,1,2,0,63776,4364,779,0,39999,22988,0,20000,135,1,7.27,1,1,1,21,0.65,1
1,37,2,0,0,2,3,0,88716,1906,783,2,15362,25102,1,23405,75,0,11.4,1,0,5,22,0.97,1
0,29,1,3,2,0,2,1,39267,1685,435,1,10183,8596,1,5807,62,0,8.38,0,1,9,11,0.03,0
0,34,2,0,1,2,1,1,113371,1919,720,2,10238,21308,0,30789,146,1,13.63,1,1,5,7,0.62,1
0,46,1,2,1,1,3,1,90226,2119,788,0,23618,307,0,22572,142,1,9.35,0,0,9,10,0.85,1
1,25,1,3,0,0,0,1,148061,801,828,0,23530,9201,0,31776,173,1,5.11,0,0,4,14,0.72,1
0,35,2,1,0,0,0,2,54774,2846,739,1,36621,14943,1,20000,49,0,10.24,0,1,0,21,0.57,1
1,40,1,0,0,1,0,2,54760,4938,719,2,11022,24869,1,20000,79,1,6.69,1,0,1,20,0.76,1
0,25,1,2,1,2,3,2,69468,3513,823,1,45778,26679,0,20391,138,3,12.76,1,1,2,22,0.31,1
1,42,1,2,2,2,1,2,89534,4938,702,0,3885,1064,1,22952,169,3,8.4,1,0,1,21,0.57,1
0,60,2,2,0,0,1,1,62818,4980,487,0,43774,8821,0,18230,177,2,7.6,0,1,1,28,0.91,1
1,58,1,3,2,0,0,0,29425,4664,581,2,35314,25518,0,8954,17,1,11.94,1,0,6,13,0.84,1
1,38,2,3,1,1,2,1,54775,4685,762,1,22522,7332,0,20000,115,0,5.86,1,1,8,27,0.09,1
1,35,2,0,1,0,0,1,83296,1272,768,2,34828,11556,1,22506,128,1,5.51,1,0,5,23,0.26,1
0,18,1,2,1,1,2,2,50677,1300,472,1,28365,19780,0,19702,66,0,10.18,1,1,5,18,0.19,1
1,35,2,2,1,2,3,0,107003,4017,723,0,28130,8775,0,27990,12,1,11.3,0,1,4,21,0.19,1
0,33,1,3,1,0,3,1,103794,1477,701,1,48402,7112,0,27489,137,1,9.71,1,0,8,6,0.63,1
0,46,1,0,1,0,0,1,67788,599,721,1,46958,21196,1,20302,37,0,4.67,0,1,6,13,0.06,0
1,26,1,0,1,2,1,1,105075,3603,768,0,44240,26950,0,27171,178,1,7.72,1,0,5,15,0.89,1
1,59,0,2,1,1,0,1,25072,4788,373,0,32282,11801,1,8539,183,1,7.15,0,1,2,9,0.95,0
0,20,1,0,1,1,1,2,46160,3318,435,2,32799,495,0,9191,76,2,4.83,1,1,2,24,0.21,0
0,49,2,0,0,1,2,2,131369,559,809,2,48616,18566,0,21767,91,2,9.15,0,1,4,27,0.22,1
1,37,1,1,2,0,2,1,71393,3610,794,2,46160,10333,0,21106,95,1,14.2,1,0,4,16,0.74,1
0,35,1,0,2,0,0,1,89872,2939,807,0,19701,7977,0,20415,147,2,7.93,1,1,3,29,0.21,1
1,42,2,0,2,2,2,1,146349,2360,724,1,43486,14642,0,22997,86,1,4.85,1,0,7,8,0.85,1
1,38,2,2,0,0,2,1,127561,3387,779,0,14018,23540,0,36169,148,0,6.87,0,0,1,15,0.24,1
0,29,1,2,2,0,3,1,118201,841,798,1,30610,7572,0,22180,126,1,12.1,0,0,7,22,0.27,1
0,25,2,3,0,1,2,1,50318,2933,368,1,2121,12071,1,8502,22,2,6.47,0,1,1,8,0.82,0
0,34,1,3,2,0,1,1,80613,3563,834,1,26415,6183,0,21487,59,0,11.57,0,1,7,13,0.32,0
1,30,1,0,0,0,0,1,56699,4881,790,2,35855,8243,0,20000,64,3,12.24,0,0,6,14,0.58,1
0,32,1,3,1,0,1,2,20449,1049,319,2,35243,6393,0,6484,118,1,12.61,1,1,9,20,0.53,0
1,25,2,3,2,0,0,1,63567,3340,391,1,2129,5332,0,11181,15,2,7.23,1,1,5,5,0.57,0
1,46,1,1,1,1,0,2,65523,1859,751,2,47043,25091,0,20000,232,1,9.31,0,0,6,7,0.65,1
1,28,2,3,0,0,3,2,133621,3977,733,2,5833,9974,0,22195,207,0,14.29,1,0,4,14,0.34,1
0,48,1,2,0,1,0,1,145748,3977,701,2,31929,12889,0,37321,182,0,9.95,0,0,3,6,0.61,1
0,33,1,3,2,1,2,1,129593,2241,709,0,2773,2838,0,31816,226,3,14.28,0,1,9,18,0.49,0
0,29,2,0,1,2,3,1,58222,1816,831,0,26023,9712,0,20000,139,3,4.34,0,1,8,7,0.83,1
1,36,2,1,1,2,3,2,64881,3625,327,0,25828,13637,0,5677,193,1,13.21,0,1,1,8,0.91,1
0,41,2,3,0,0,2,2,92157,938,788,2,2404,898,0,20443,123,1,5.83,1,0,7,27,0.6,1
1,26,1,0,1,0,3,1,132101,4059,806,2,32622,22453,0,31934,79,1,14.96,1,0,3,20,0.25,1
0,37,0,3,0,2,0,2,77264,4768,802,0,48318,24922,0,23064,139,0,6.12,0,1,6,21,0.05,1
0,41,1,2,2,0,3,1,87751,3804,704,1,19833,24218,0,23359,145,0,10.72,0,1,3,14,0.01,1
1,42,2,0,0,2,0,1,35717,1561,336,2,3049,9363,0,7509,227,1,4.81,1,1,5,9,0.97,0
1,31,2,0,1,2,0,2,32464,2008,591,1,518,20790,0,12008,178,0,9.52,0,1,0,6,0.22,0
1,35,1,2,2,0,3,1,141939,4176,837,0,34840,508,0,34371,117,3,5.22,1,1,8,18,0.95,1
0,31,2,2,1,0,0,1,106797,3348,793,2,14916,22431,1,26708,204,0,3.83,1,1,5,26,0.6,0
0,27,0,0,2,2,0,1,97805,652,769,0,10619,18579,0,20329,142,0,5.36,0,1,6,17,0.12,1
0,35,1,3,1,0,0,1,138045,2332,847,2,43573,20398,0,35194,159,0,8.22,1,0,4,24,0.82,1
0,27,0,1,0,0,1,2,91137,1129,805,0,32740,3223,0,24315,228,1,4.65,0,0,9,20,0.41,1
0,25,1,2,1,2,1,2,101601,2231,749,0,27213,29319,0,25655,178,3,5.16,1,1,5,27,0.36,1
1,43,1,2,0,0,1,1,55772,4560,787,2,29776,29505,1,20000,178,3,14.63,1,1,4,5,0.95,1
0,38,2,1,1,0,0,1,82016,1097,773,1,45566,17026,1,20186,142,3,5.94,0,1,9,29,0.92,1
1,41,2,1,1,0,2,1,61283,2974,717,1,22413,13628,0,20000,149,1,6.85,0,0,2,6,0.77,1
0,43,2,0,2,0,0,0,77588,1594,817,1,24744,18856,0,20006,35,1,8.31,0,0,5,16,0.36,1
1,43,1,1,2,1,3,1,51301,4972,712,1,24433,1365,0,20000,186,0,8.15,0,1,0,22,0.91,1
0,45,1,0,1,2,2,1,145207,2425,768,1,14177,25629,0,27224,199,0,4.65,0,1,6,26,0.4,1
0,68,2,0,1,0,0,1,57837,4502,510,1,26288,14622,0,9182,71,2,10.32,0,0,7,5,0.51,0
0,43,0,3,0,1,0,1,120031,3961,742,0,36660,22404,0,27744,232,3,4.39,0,1,5,16,0.59,0
1,25,1,1,1,0,1,1,69754,4179,845,0,45049,23363,1,20612,86,1,5.89,1,1,7,29,0.22,1
0,49,1,2,0,2,3,1,121101,1413,738,2,29720,2623,0,33843,102,1,14.43,1,0,0,26,0.12,1
1,35,1,3,0,2,0,2,140922,1717,775,0,24431,2505,0,25953,118,3,13.52,0,1,2,9,0.4,1
1,25,2,1,0,2,2,2,96554,2901,756,0,9157,15681,0,23737,124,3,9.97,1,1,7,10,0.07,0
1,47,1,0,0,0,3,1,147293,1403,741,1,44533,26355,0,24124,92,1,8.76,0,1,9,12,0.32,0
1,24,2,0,1,1,2,1,25863,2269,515,0,22402,10337,1,7965,44,2,13.74,1,1,2,23,0.77,0
1,32,2,2,0,0,1,1,77935,4219,712,0,41635,2875,0,22463,47,1,7.85,1,1,3,13,0.09,1
0,31,2,3,1,0,0,2,54295,3694,748,2,20782,16860,0,20000,209,2,3.68,0,1,3,7,0.11,1
0,39,1,3,1,0,0,1,118928,3113,722,2,22205,6957,0,29468,77,0,6.06,0,1,9,20,0.44,0
1,40,2,0,0,0,1,1,62511,2384,814,2,5289,21276,0,20000,56,3,14.17,0,0,3,21,0.93,1
0,46,0,0,1,2,0,0,63111,2260,730,2,41733,21631,0,20000,224,3,8.76,0,1,8,13,0.05,1
0,44,2,1,1,1,3,1,50059,1569,406,1,43355,2320,1,17609,224,1,12.09,1,0,7,15,0.73,0
1,32,2,1,2,0,0,1,50199,4390,835,1,11655,27712,0,20000,123,2,10.13,0,0,7,16,0.2,1
1,59,2,2,1,1,3,1,29428,3324,414,1,33359,5061,0,8539,134,0,7.98,1,1,7,18,0.39,0
1,53,2,2,0,1,0,2,66630,4349,496,0,39500,10734,1,17064,121,3,13.26,1,0,0,6,0.65,1
1,37,2,1,0,0,3,2,135828,1715,776,1,3661,9223,0,22686,54,2,11.1,1,0,1,12,0.32,1
0,28,1,1,1,2,1,2,51550,1040,744,1,17674,25911,0,20000,109,2,9.19,0,1,1,27,0.12,1
0,43,1,2,0,0,0,1,112301,3401,753,1,20698,23629,0,30387,118,1,6.18,1,0,8,27,0.83,1
1,48,2,3,0,0,3,1,51665,1844,839,0,9013,19446,0,20000,100,0,6.1,0,0,9,10,0.97,1
0,30,2,1,1,1,1,0,125219,3345,805,1,1608,10103,0,33240,26,1,11.99,1,1,6,21,0.95,1
1,40,2,1,0,1,2,1,94003,2267,836,2,27912,7622,1,23773,184,0,14.69,0,0,9,13,0.02,1
1,48,0,0,2,2,1,1,92664,1024,781,2,20810,3085,0,21460,217,1,5.18,1,1,0,13,0.79,1
0,48,1,3,0,0,2,1,83766,3404,831,1,31827,12009,0,20532,88,0,7.45,0,0,1,27,0.6,1
1,47,0,0,1,0,2,1,45314,3231,593,0,41666,24052,0,6836,71,2,9.77,0,0,7,24,0.31,0
0,31,1,2,1,0,1,1,52983,3727,744,1,32222,24777,0,20000,190,1,14.77,1,1,4,9,0.7,1
0,62,2,2,1,2,3,1,47579,1521,528,0,36697,29941,0,16884,113,1,8.71,1,1,5,12,0.53,0
0,27,0,3,2,2,1,1,120380,3816,829,0,47657,11877,0,35716,119,1,5.66,0,0,1,6,0.01,1
0,45,1,3,0,0,3,1,80090,519,809,1,34182,21825,0,23714,82,3,5.03,0,1,4,23,0.34,1
0,42,0,0,0,1,2,1,88275,1731,841,2,38230,3748,0,26225,104,1,5.72,0,0,7,19,0.13,1
0,41,0,0,0,0,3,2,91627,1840,816,1,16356,20910,0,23663,233,1,14.91,0,0,2,10,0.71,1
1,52,2,0,1,1,1,1,24897,2451,498,1,29467,8707,0,8439,31,1,4.81,1,0,6,20,0.92,0
0,37,2,0,1,0,3,1,47807,3837,381,0,4318,15496,0,13557,134,1,7.3,0,1,8,28,0.41,0
0,53,1,3,0,0,1,1,31505,4317,460,2,42829,6954,0,8680,33,3,4.93,0,0,4,26,0.59,0
0,35,1,3,2,0,3,1,131068,3568,796,2,9813,10079,0,21946,51,1,6.79,0,1,8,18,0.93,1
1,42,1,1,0,0,0,1,86231,4410,818,2,9712,11608,0,20316,86,2,13.97,0,1,8,9,0.71,1
0,36,2,2,0,0,0,2,23962,1000,565,0,33167,20825,0,8398,193,0,7.84,0,1,7,24,0.26,1
1,57,2,2,0,0,1,1,67300,1617,596,1,6600,15499,0,13619,200,1,7.27,0,1,4,17,0.83,0
0,62,1,1,0,1,0,1,50237,4475,354,2,14408,3556,0,15153,152,1,14.84,1,1,7,17,0.19,0
0,49,1,0,0,0,1,1,148838,4368,741,2,2321,16305,0,28423,13,1,11.94,1,1,4,26,0.61,1
1,42,2,3,1,0,3,1,100461,2055,729,0,45248,14854,0,20738,184,1,7.72,1,1,5,11,0.07,0
1,39,2,1,0,1,0,1,32648,2468,367,2,12447,28996,0,6816,193,3,14.34,1,0,7,12,0.92,0
0,25,1,2,0,0,3,1,73318,977,818,0,36340,23114,0,20418,230,0,8.58,0,1,8,28,0.56,1
0,37,2,3,1,1,0,1,50936,1971,558,2,39200,26564,0,15930,225,0,12.31,1,0,7,19,0.54,1
0,66,2,3,2,0,3,2,69598,4150,437,1,34716,27261,0,11332,81,0,13.48,0,1,7,18,0.12,0
1,27,2,2,0,2,3,2,133635,4156,790,2,34188,22431,1,29238,162,1,14.33,1,1,5,28,0.53,1
0,40,1,2,1,2,2,2,59375,3042,546,2,49912,27545,0,8301,143,0,5.87,0,0,9,19,0.49,0
0,41,1,1,0,0,2,1,56659,2059,463,0,49797,3908,0,21424,80,1,3.84,0,0,0,6,0.42,1
0,31,2,0,0,1,3,1,101764,1357,762,2,44759,20634,0,26618,71,1,14.36,0,0,4,19,0.25,0
0,40,2,0,0,0,3,1,40715,3013,448,1,11333,1143,1,11624,61,3,14.12,0,0,3,5,0.56,0
0,30,2,0,0,0,0,2,93544,2332,720,2,33881,4350,0,27142,172,1,6.73,1,1,5,14,0.03,1
1,64,2,1,0,1,2,2,56659,4737,510,0,22619,8029,0,9932,202,0,14.3,0,1,1,12,0.31,0
1,31,1,3,1,2,1,1,73663,4137,733,0,35932,26645,0,20226,45,1,10.02,1,1,1,10,0.02,1
0,56,1,2,1,0,0,0,37679,4793,396,1,6475,2528,0,14848,218,0,10.51,0,1,8,9,0.07,0
0,36,1,1,1,0,2,1,50047,4847,724,1,18256,5268,1,20000,222,1,6.6,0,1,1,28,0.43,1
1,33,1,3,0,0,3,1,103744,2049,727,0,13939,823,0,28510,69,1,9.35,1,1,3,19,0.94,1
1,46,0,0,0,1,3,1,49957,3772,480,2,27102,18130,0,18415,160,0,7.64,1,1,8,12,0.23,0
0,33,1,2,1,2,3,1,70335,2236,796,1,7195,14278,1,20593,117,0,11.39,1,1,5,29,0.45,1
1,35,2,1,0,0,1,2,71551,3858,700,2,45985,12994,1,20241,49,2,8.28,1,0,7,8,0.0,1
0,59,2,3,1,1,0,1,33286,3404,462,2,28555,15080,0,11390,158,3,13.18,1,0,9,26,0.66,0
0,27,1,3,2,1,1,0,46840,4044,503,1,43621,22665,0,18359,165,1,9.48,1,1,5,18,0.47,1
0,39,2,0,0,1,1,2,116955,3893,747,2,40704,24556,0,34881,164,1,4.02,1,0,8,29,0.15,1
1,40,2,1,1,0,1,2,66352,4803,807,2,6369,29115,0,20000,217,1,7.79,0,0,1,26,0.12,1
0,32,1,0,1,0,3,1,86165,4260,795,1,36287,24174,1,22226,188,2,4.08,0,0,7,12,0.43,1
1,37,1,2,1,0,0,2,132287,834,761,0,33642,7209,0,31974,115,1,10.94,0,1,1,16,0.56,1
1,33,1,2,0,0,0,2,71638,1031,798,0,15361,26889,0,20413,159,3,9.44,0,0,5,23,0.68,1
1,38,1,3,2,2,1,2,135592,2582,794,0,29862,20433,0,36274,65,3,5.54,0,1,9,9,0.82,1
1,39,2,2,1,1,1,1,61823,842,475,2,27265,25306,0,21929,145,2,10.08,1,0,2,23,0.13,0
1,37,1,1,1,0,0,1,69738,4756,436,1,35785,1525,0,5777,62,2,6.91,1,0,0,5,0.89,0
1,35,1,1,0,1,3,1,57880,2083,496,2,6762,21587,0,16951,97,0,4.6,0,1,7,28,0.7,1
1,48,0,2,1,1,1,2,96762,4089,816,2,26304,26843,0,28341,18,1,11.6,0,0,8,19,0.71,1
1,26,2,2,0,0,1,1,106682,4558,831,1,28677,1839,0,25605,30,1,4.47,0,1,0,7,0.29,0
1,47,1,2,1,1,1,2,93850,4714,750,2,6430,24720,1,20740,218,2,12.05,0,1,1,10,0.13,1
1,33,2,1,1,0,1,2,85283,736,703,1,3891,17966,0,22454,193,1,12.69,1,0,5,25,0.3,1
1,34,2,1,0,0,3,1,92686,911,808,0,11262,11801,0,20988,62,1,12.88,0,1,2,17,0.61,1
1,69,1,0,1,0,3,2,58035,1928,308,1,2983,28624,1,16778,151,3,6.48,0,0,6,28,0.75,0
0,35,2,3,0,2,2,1,126671,1918,707,1,17472,20761,1,25211,54,0,12.87,1,0,7,24,0.69,1
1,48,1,0,1,1,1,1,75915,4064,787,0,41958,21249,0,20161,63,1,12.48,1,1,3,24,0.54,1
0,47,1,3,1,0,1,1,87553,4943,737,1,29345,26509,0,20070,54,2,9.65,1,0,4,20,0.42,1
1,27,0,0,1,1,0,1,38668,2365,358,1,17058,19873,0,10054,19,0,10.17,0,1,7,29,0.95,0
0,43,1,1,0,0,3,1,83985,4942,822,2,7664,6656,0,21784,239,0,5.56,0,1,8,5,0.11,0
1,25,2,0,1,0,3,1,85389,2483,826,1,5864,21570,0,21698,113,1,6.41,1,1,8,20,0.25,1
1,48,1,0,0,0,1,1,128755,1232,828,2,9127,83,1,24966,23,0,12.09,1,0,2,27,0.63,1
0,46,2,3,0,2,3,2,32785,3594,521,0,48563,23348,0,12785,102,3,13.94,1,1,1,18,0.77,0
1,38,1,3,0,1,1,0,103392,787,709,0,20091,26941,0,30508,196,1,8.65,0,1,3,25,0.6,1
0,58,1,0,1,2,2,2,33681,1846,535,1,23080,26928,0,12854,49,1,12.84,1,1,1,26,0.69,1
1,22,2,3,1,0,3,1,46615,4056,343,0,7374,18068,0,7374,110,1,10.9,1,0,7,18,0.88,0
1,36,2,2,0,0,1,2,97080,2207,746,1,7376,3072,0,23654,194,2,5.4,0,1,3,18,0.23,1
1,44,2,2,2,2,1,1,67130,4739,717,0,34882,23200,0,20055,115,0,3.68,0,1,4,11,0.26,1
0,67,1,1,1,0,2,2,68832,4534,473,0,29816,17218,0,14981,86,2,8.56,0,1,9,16,0.19,0
0,41,1,0,1,0,0,1,127183,2679,785,2,47784,22228,1,24339,174,1,9.69,0,1,7,10,0.2,1
0,44,2,3,1,2,1,1,93046,2989,755,2,4811,26367,1,26136,234,0,5.73,1,1,5,20,0.41,1
1,25,1,0,0,1,3,2,60695,3743,494,0,1053,29860,1,6426,115,1,8.1,0,1,4,20,0.05,0
0,42,1,2,1,0,2,1,25661,2198,548,0,11978,9454,0,8327,197,3,12.47,1,1,4,22,0.13,1
1,18,1,3,2,1,0,0,31049,4348,503,2,8258,22218,0,11894,71,2,7.53,0,0,0,17,0.99,0
1,53,0,3,0,0,0,1,25777,3198,383,0,43690,27465,0,8518,51,1,6.49,1,1,4,6,0.14,0
0,36,2,1,2,1,2,1,119057,4601,778,1,2406,11234,1,34365,189,1,10.11,0,1,2,7,0.21,1
0,40,1,0,0,2,2,1,138315,1197,708,2,23614,5651,0,20264,32,0,8.74,0,0,8,11,0.24,0
1,22,2,3,1,1,0,2,61491,729,433,2,37376,11648,0,21609,228,0,10.91,1,0,9,28,0.76,0
1,42,2,0,1,0,1,1,98377,4047,782,0,48816,23597,0,20937,202,1,11.08,1,1,4,25,0.8,1
1,42,1,1,1,0,1,1,54803,776,718,1,43764,16006,0,20000,42,2,9.63,1,1,0,20,0.67,0
0,68,1,3,1,2,0,1,39468,3831,504,2,42632,11650,0,9617,230,1,4.72,1,0,2,25,0.78,0
0,37,2,0,1,1,0,1,116407,2090,716,2,37066,5119,0,26658,175,2,11.56,1,0,3,15,0.99,1
0,25,2,3,1,0,2,1,108721,4182,702,2,31829,22240,0,30339,183,3,9.2,1,0,9,5,0.05,1
0,32,1,3,0,2,1,1,57478,3496,792,0,38969,23418,0,20000,136,1,5.71,1,1,8,24,0.74,0
0,25,1,0,0,0,0,1,127781,1317,821,0,48756,21962,1,34445,144,3,7.09,0,1,2,18,0.23,1
0,44,2,3,0,1,2,1,95337,4424,753,0,22095,11407,0,26250,13,1,3.76,0,1,1,15,0.79,0
1,31,2,3,1,1,3,1,64593,4206,848,0,27188,17753,0,20000,180,2,12.17,0,0,5,17,0.49,1
0,43,0,3,0,1,2,2,110673,4422,842,0,12618,1222,0,31674,100,1,6.7,0,1,7,22,0.35,1
0,49,1,3,0,2,3,1,87411,4004,847,1,42381,1392,1,20919,108,1,8.83,1,1,9,23,0.09,1
1,46,2,2,1,1,0,0,51788,1642,497,1,44188,26503,0,20445,177,0,14.25,0,1,9,5,0.94,1
1,27,1,3,2,0,3,2,52478,2868,790,1,3771,17928,0,20000,139,1,12.99,1,0,7,20,0.99,1
1,46,2,0,1,0,2,0,61495,1387,423,1,5932,9658,0,13659,34,1,8.49,1,0,3,13,0.64,0
0,42,1,1,2,1,0,2,134664,3018,809,1,15773,8343,0,20667,202,2,5.52,0,0,6,6,0.24,1
1,45,1,3,2,2,1,1,50605,1663,735,2,32654,2017,0,20000,157,2,11.32,1,1,1,9,0.5,1
0,35,2,3,2,0,3,1,20415,953,455,2,13339,16947,0,7501,29,1,13.57,1,0,3,11,0.7,0
0,48,1,3,1,0,2,1,56925,4008,731,2,41564,2518,0,20000,134,1,13.01,1,1,2,11,0.62,1
